Date Recorded,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Longitude,Latitude,Max_Temperature_C,Precipitation_mm
2019-04-08,2018,Meriden,25 FRARY AVE,85330.0,135000.0,0.632074074,Single Family,Single Family,-72.7863986,41.5544647,14.7,9.6
2019-04-01,2018,Waterbury,18 GLENWOOD ST,78590.0,134900.0,0.5825,Single Family,Single Family,-73.0520279,41.5337545,6.6,0.0
2019-04-15,2018,Hebron,138 MILLSTREAM RD,144890.0,231000.0,0.6272,Single Family,Single Family,-72.3478363,41.6544632,18.6,34.2
2019-04-29,2018,Waterbury,192 BOULEY AVE,56610.0,73500.0,0.770204082,Single Family,Single Family,-73.013538,41.5557368,14.6,0.0
2019-04-29,2018,South Windsor,112 DEMING ST UNITS B & C,187200.0,280000.0,0.6685,,,-72.55557,41.82199,15.6,0.0
2019-04-15,2018,Hartford,159 ZION ST,26670.0,35333.0,0.7548,Single Family,Single Family,-72.6943201,41.745542,18.7,18.8
2019-04-01,2018,Stratford,12A ALGONQUIN LN,158690.0,242900.0,0.6533,Condo,Condo,-73.1109862,41.2491794,7.2,0.0
2019-04-22,2018,West Hartford,107 BRACE ROAD,256620.0,285000.0,0.9004,Single Family,Single Family,-72.7467337,41.7617794,17.0,14.9
2019-04-15,2018,Waterbury,188 WARREN ST,60150.0,107000.0,0.5621,Single Family,Single Family,-72.9375008,41.3452876,18.9,25.3
2019-04-01,2018,Westbrook,25 PRIVATE RD,570060.0,145000.0,3.9314,Single Family,Single Family,-72.482765,41.2711422,7.9,0.0
2019-04-08,2018,Southington,66 OAKLAND RD,151140.0,70000.0,2.1591,Single Family,Single Family,-72.8736369,41.5951642,14.6,9.8
2019-04-08,2018,Glastonbury,85 UPLANDS WAY,154800.0,250000.0,0.6192,Condo,Condo,-72.56287,41.6963318,12.7,8.9
2019-04-22,2018,New Britain,135 CITY AVE,103390.0,240000.0,0.430791667,Two Family,Two Family,-72.7571093,41.676313,,
2019-04-08,2018,South Windsor,19 NATSISKY FARM RD,211700.0,312000.0,0.6785,Single Family,Single Family,-72.5038204,41.8532211,11.6,12.2
2019-04-01,2018,Coventry,253 STONEHOUSE RD,116200.0,215000.0,0.5404,Single Family,Single Family,-72.2962297,41.7720679,4.9,0.0
2019-04-29,2018,Fairfield,390 CASTLE AVENUE,267960.0,270000.0,0.992444444,Condo,Condo,-73.23441,41.16765,13.0,0.0
2019-04-08,2018,Middletown,50 DURWIN ST,172690.0,274000.0,0.630255474,Single Family,Single Family,-72.6562829,41.5365595,15.7,11.1
2019-04-08,2018,Stamford,159 COLONIAL ROAD # 5,261080.0,732125.0,0.3566,Condo,Condo,-73.53335,41.07018,22.1,9.7
2019-04-29,2018,Plainfield,34 ALDRICH AVE,44350.0,60000.0,0.7391,Condo,Condo,-71.8815524,41.7071216,15.0,0.0
2019-04-01,2018,Wolcott,13 OVERVALE RD,161480.0,144083.0,1.120742905,Single Family,Single Family,-72.9939015,41.5970148,6.4,0.0
2019-04-08,2018,Somers,124 STAFFORD RD,108400.0,110000.0,0.9854,Single Family,Single Family,-72.4464976,42.031566,10.8,11.8
2019-04-15,2018,Waterford,27 FIFTH AVE,116570.0,152000.0,0.7669,Single Family,Single Family,-72.0853861,41.6217101,19.3,32.7
2019-04-22,2018,Southbury,482 E HERITAGE VILLAGE,49040.0,85000.0,0.5769,Condo,Condo,-73.2294455,41.4851785,18.0,11.6
2019-04-01,2018,West Hartford,11 LEXINGTON ROAD,189140.0,285000.0,0.6636,Single Family,Single Family,-72.72008,41.76438,6.4,0.0
2019-04-08,2018,Plainville,65 DOGWOOD RD,105420.0,132500.0,0.7956,Single Family,Single Family,-72.8490726,41.6858769,13.5,10.9
2019-04-08,2018,Enfield,26 QUEEN ST,134850.0,230000.0,0.5863,Single Family,Single Family,-72.8049257,41.6756586,13.3,10.9
2019-04-01,2018,Woodbridge,60 PENNY LN,614320.0,650000.0,0.9451,Single Family,Single Family,-73.0167647,41.3644924,6.6,0.0
2019-04-29,2018,West Hartford,8 HOLLISTER DRIVE,306040.0,540000.0,0.5667,Single Family,Single Family,-72.7686443,41.8044195,15.5,0.0
2019-04-29,2018,East Haven,49 PINEHURST DR,170560.0,258000.0,0.661,Condo,Condo,-72.7783195,41.5005907,14.6,0.0
2019-04-15,2018,Thompson,0 QUINEBAUG RD,1620.0,30000.0,0.054,,,-72.055417,41.5472888,19.4,27.8
2019-04-08,2018,Greenwich,33 JOHN ST,7181510.0,14875000.0,0.4827,Single Family,Single Family,-72.6415754,41.7752521,11.8,10.0
2019-04-08,2018,Trumbull,304 WOODLAND HILLS DRIVE,200760.0,336500.0,0.5966,Condo,Condo,-73.2358363,41.2916211,20.5,9.2
2019-04-01,2018,East Windsor,17 WEST RIVER RD,153590.0,322016.0,0.4769,Single Family,Single Family,-72.6833,41.83416,6.6,0.0
2019-04-15,2018,Shelton,96 PROSPECT AVE,128240.0,245000.0,0.5234,Single Family,Single Family,-72.9659308,41.249547,17.1,21.5
2019-04-08,2018,Newington,35 FLORENCE ST,126800.0,219900.0,0.5766,Single Family,Single Family,-72.7281921,41.6829654,13.9,8.9
2019-04-08,2018,Griswold,21 JOHN DRIVE,92820.0,170000.0,0.546,Single Family,Single Family,-71.9207294,41.5815243,14.3,10.1
2019-04-01,2018,West Hartford,38 JESSAMINE STREET,156030.0,285000.0,0.5474,Single Family,Single Family,-72.73178,41.7566235,6.8,0.0
2019-04-15,2018,Burlington,21 SHERMAN DR,151340.0,151800.0,0.9969,Single Family,Single Family,-72.9020141,41.7284301,17.9,21.2
2019-04-15,2018,Voluntown,287 HELL HOLLOW RD,104490.0,190000.0,0.5499,Single Family,Single Family,-71.8618908,41.6418965,18.4,31.4
2019-04-08,2018,Plymouth,345 S EAGLE ST,128980.0,179000.0,0.7205,Single Family,Single Family,-73.01271,41.65443,12.4,11.3
2019-04-15,2018,Torrington,293 COUNTRY CLUB RD,115770.0,165000.0,0.7016,Single Family,Single Family,-72.7867039,41.7075358,17.9,17.6
2019-04-08,2018,Middletown,50 DURWIN ST,172690.0,274000.0,0.6302,Single Family,Single Family,-72.6562829,41.5365595,15.7,11.1
2019-04-29,2018,Danbury,6 GOLDEN HILL RD #9,77600.0,125000.0,0.6208,Condo,Condo,-73.46301,41.40637,14.1,0.0
2019-04-01,2018,Meriden,23 AKRON ST,108430.0,125000.0,0.8674,Two Family,Two Family,-72.7983862,41.5339497,7.2,0.0
2019-04-29,2018,Stafford,6 WEST MAIN ST,90860.0,40000.0,2.2715,Two Family,Two Family,-71.9691034,41.3549117,12.2,0.0
2019-04-15,2018,Torrington,657 S MAIN ST,76780.0,76000.0,1.0102,Two Family,Two Family,-72.7427318,41.7208563,18.3,17.6
2019-04-22,2018,Danbury,11 HARBOR RIDGE RD,176800.0,265000.0,0.6671,Single Family,Single Family,-73.4461809,41.4402213,17.9,12.4
2019-04-22,2018,Waterbury,95 WESTWOOD AVE,74330.0,130000.0,0.5717,Single Family,Single Family,-73.065253,41.5604917,16.5,16.8
2019-04-01,2018,Seymour,75 MEADOW ST,115430.0,240000.0,0.4809,Single Family,Single Family,-73.0792092,41.9270249,4.6,0.0
2019-04-15,2018,Burlington,213 DEER RUN,247100.0,377450.0,0.6546,Single Family,Single Family,-72.93398,41.77143,17.9,19.3
2019-04-29,2018,Simsbury,62 LAUREL LANE,83790.0,40000.0,2.0947,,,-72.4673622,41.6558409,14.5,0.0
2019-04-08,2018,Danbury,35-37 PEACE ST,172200.0,237000.0,0.7265,Single Family,Single Family,-73.4694834,41.3868641,21.0,9.0
2019-04-22,2018,Stamford,74 ARNOLD DRIVE,422660.0,715000.0,0.5911,Single Family,Single Family,-72.5873751,41.7755683,17.1,20.6
2019-04-29,2018,Wallingford,6 EVERGREEN,53600.0,68000.0,0.7882,Condo,Condo,-72.6894815,41.609623,15.3,0.0
2019-04-29,2018,Waterbury,356 FROST RD,91180.0,155000.0,0.5882,Two Family,Two Family,-72.9996564,41.5499488,14.6,0.0
2019-04-29,2018,East Haven,135 WARNER RD,328000.0,455000.0,0.7208,Single Family,Single Family,-72.8224401,41.3639456,13.1,0.0
2019-04-22,2018,New Fairfield,14 CURTIS AVE,176900.0,305000.0,0.58,Single Family,Single Family,-73.5270185,41.4605277,16.5,13.9
2019-04-01,2018,Meriden,50 FAIRFAX AVE,106680.0,207000.0,0.5153,Single Family,Single Family,-72.8288966,41.5404227,6.9,0.0
2019-04-01,2018,Milford,60 HARBORSIDE DR,226850.0,97998.5,2.3148,Single Family,Single Family,-73.0512795,41.2206313,7.6,0.0
2019-04-22,2018,Stamford,28 GILFORD STREET,299900.0,475000.0,0.6313,Single Family,Single Family,-73.5222899,41.0949791,17.7,12.0
2019-04-15,2018,New Fairfield,14 ROCKY HILL RD,196100.0,250000.0,0.7844,Single Family,Single Family,-73.1926541,41.227443,16.8,20.5
2019-04-29,2018,Groton,24 CHAPMAN ST,112560.0,230500.0,0.4883,Single Family,Single Family,-72.7599133,41.6632439,15.9,0.0
2019-04-08,2018,Meriden,106 NEWTON ST,117180.0,168000.0,0.6975,Two Family,Two Family,-72.7859,41.5350071,15.3,10.4
2019-04-01,2018,Manchester,126 LYDALL STREET,104200.0,182000.0,0.5725,Single Family,Single Family,-72.5033212,41.7940745,6.3,0.0
2019-04-08,2018,Manchester,19 FLORENCE STREET,168200.0,240000.0,0.7008,Four Family,Four Family,-72.67845,41.7765427,11.7,10.0
2019-04-29,2018,Southington,95 MULBERRY ST,235080.0,336000.0,0.6996,Single Family,Single Family,-72.8922615,41.5743091,15.4,0.0
2019-04-29,2018,Colchester,156 AMSTON RD,194800.0,244500.0,0.7967,Three Family,Three Family,-72.3367342,41.5838342,14.6,0.0
2019-04-01,2018,Salisbury,66 BOSTWICK STREET,267100.0,390000.0,0.6848,Single Family,Single Family,-73.4337665,41.9682273,4.7,0.0
2019-04-15,2018,Stratford,85 CANARY PL,186480.0,345000.0,0.5405,Single Family,Single Family,-73.1326587,41.2230572,17.0,21.5
2019-04-08,2018,Tolland,331 MERROW ROAD,153600.0,280000.0,0.5485,Two Family,Two Family,-72.3429804,41.85655,11.9,9.5
2019-04-08,2018,Danbury,96 BEAVER BROOK RD,120200.0,205000.0,0.5863,Single Family,Single Family,-73.42725,41.41231,21.3,10.6
2019-04-15,2018,West Haven,40 SAVIN PARK,121310.0,154900.0,0.7831,Condo,Condo,-72.9522618,41.2602809,17.2,21.5
2019-04-29,2018,Stonington,4 PEQUOT RUN,98800.0,179900.0,0.5491,Condo,Condo,-71.8455428,41.3761948,12.0,0.0
2019-04-15,2018,Griswold,38 WILLIAMS STREET,96040.0,90000.0,1.067111111,Single Family,Single Family,-73.0760043,41.3411661,17.5,19.9
2019-04-15,2018,Hamden,35 HUNTINGTON CR,173460.0,158000.0,1.0978,Single Family,Single Family,-72.91009,41.45263,19.5,24.0
2019-04-22,2018,Simsbury,28 ELAINE DRIVE,224630.0,240000.0,0.9359,Single Family,Single Family,-72.82301,41.89509,17.4,15.0
2019-04-15,2018,Westport,12 GREEN ACRE LANE,1409700.0,1950000.0,0.7229,Single Family,Single Family,-73.3548684,41.1302018,17.5,16.8
2019-04-22,2018,Stamford,91 STRAWBERRY HILL AVE # 1138,135470.0,217500.0,0.6228,Condo,Condo,-72.6639226,41.9076406,17.6,21.3
2019-04-01,2018,West Hartford,73 PARSONS DRIVE,191800.0,365000.0,0.5254,Single Family,Single Family,-72.740967,41.7965557,6.4,0.0
2019-04-29,2018,Milford,26 RIVER HIGHLANDS DR,438940.0,650000.0,0.6752,Single Family,Single Family,-73.0878994,41.2373215,12.4,0.0
2019-04-08,2018,East Hartford,51 MELTON DR,126540.0,240000.0,0.5272,Single Family,Single Family,-72.5799434,41.7545371,13.2,8.9
2019-04-22,2018,East Windsor,301 MEADOWVIEW DR,134820.0,180000.0,0.749,Condo,Condo,-72.60886,41.8959,17.5,21.7
2019-04-15,2018,Tolland,35 BELVEDERE DRIVE,228900.0,266000.0,0.8605,Condo,Condo,-72.41173,41.85967,18.2,20.1
2019-04-15,2018,Newington,128 JEFFREY LN,182510.0,294900.0,0.6188,Single Family,Single Family,-72.755445,41.7109828,18.2,17.6
2019-04-29,2018,West Hartford,38-40 WOODLAWN STREET,178640.0,245000.0,0.7291,Two Family,Two Family,-72.9121406,41.36298,13.8,0.0
2019-04-01,2018,Enfield,3 MARTIN TERR,101160.0,186000.0,0.5438,Single Family,Single Family,-72.54749,41.98771,6.3,0.0
2019-04-29,2018,Stamford,LOT 1 EDEN ROAD,207040.0,230000.0,0.9001,,,-73.5271681,41.1147912,13.7,0.0
2019-04-29,2018,Simsbury,62 LAUREL LANE,83790.0,20000.0,4.1895,,,-72.4673622,41.6558409,14.5,0.0
2019-04-01,2018,Vernon,80 COUNTRY LN #41,93740.0,132500.0,0.7074,Condo,Condo,-72.471644,41.8600115,5.8,0.0
2019-04-01,2018,Meriden,53 MAYFLOWER AVE,144830.0,297500.0,0.486823529,Single Family,Single Family,-72.75213,41.54851,6.7,0.0
2019-04-01,2018,Danbury,27 CROWS NEST LA #3H,102200.0,169000.0,0.6047,Condo,Condo,-73.41875,41.39264,6.1,0.0
2019-04-15,2018,Shelton,23 WAKE ROBIN LA,231840.0,465000.0,0.4985,Single Family,Single Family,-73.1457,41.31775,16.4,22.4
2019-04-22,2018,Trumbull,4987 MADISON AVE,310450.0,420000.0,0.7391,Single Family,Single Family,-73.25281,41.27657,16.1,14.7
2019-04-01,2018,Plymouth,42 ALLENTOWN RD,157170.0,200000.0,0.7858,Single Family,Single Family,-72.9983258,41.622269,5.0,0.0
2019-04-08,2018,Deep River,92 MAIN ST # 105,92190.0,142000.0,0.6492,Condo,Condo,-72.4382707,41.3904609,16.2,8.0
2019-04-01,2018,Hamden,530 GAYLORD MTN RD,185710.0,175000.0,1.0612,Single Family,Single Family,-72.942705,41.4365842,6.1,0.0
2019-04-15,2018,Torrington,565 NEW HARWINTON RD,121320.0,75000.0,1.6176,Single Family,Single Family,-73.0951079,41.8061283,17.9,23.4
2019-04-01,2018,Durham,67 EDWARD RD,156310.0,170000.0,0.919470588,Single Family,Single Family,-73.0505781,41.4019256,6.9,0.0
2019-04-08,2018,Westport,4 BLUE RIBBON DRIVE,512200.0,2450000.0,0.209061224,Single Family,Single Family,-73.3364878,41.1632051,21.4,9.0
2019-04-15,2018,Fairfield,183 MARLBOROUGH TERRACE,224210.0,380000.0,0.59,Single Family,Single Family,-73.2302759,41.1810044,16.7,18.5
2019-04-22,2018,Killingworth,12 LIVEMORE TRAIL,75500.0,130000.0,0.5807,Single Family,Single Family,-72.5609496,41.3754349,16.4,19.7
2019-04-22,2018,Groton,23 SYLVAN ST,191730.0,288000.0,0.6657,Single Family,Single Family,-71.98915,41.32491,13.0,10.2
2019-04-01,2018,Guilford,26 MANOR RD,144390.0,177000.0,0.8157,Single Family,Single Family,-72.9189583,41.58132,7.1,0.0
2019-04-01,2018,Danbury,110 SILVERSMITH DR,277800.0,400000.0,0.6945,Condo,Condo,-73.4220257,41.4330849,6.4,0.0
2019-04-08,2018,Coventry,694 BRIGHAM TAVERN RD,129100.0,100000.0,1.291,Single Family,Single Family,-72.3173368,41.8157292,13.8,10.4
2019-04-01,2018,Cromwell,6 WIGHTMAN PLACE,117600.0,150000.0,0.784,Single Family,Single Family,-72.64354,41.60041,7.4,0.0
2019-04-01,2018,West Hartford,20 WENDY LANE,354550.0,580000.0,0.6112,Single Family,Single Family,-72.7683374,41.7734344,6.1,0.0
2019-04-15,2018,Greenwich,6 GLEN RD,980700.0,1622500.0,0.6044,Single Family,Single Family,-73.6298915,41.0387128,17.9,18.6
2019-04-22,2018,East Haven,113 EDDON DR,219550.0,314000.0,0.6992,Single Family,Single Family,-72.8530193,41.3091092,16.0,17.6
2019-04-01,2018,Vernon,4 ECHO DR,111140.0,141150.0,0.7873,Single Family,Single Family,-73.5121552,41.0824818,7.0,0.0
2019-04-22,2018,East Windsor,12 WEST RIVER RD,223970.0,355900.0,0.6293,Single Family,Single Family,-72.5967163,41.869358,17.5,21.7
2019-04-01,2018,East Windsor,76 GRAHAM RD,129340.0,170000.0,0.7608,Single Family,Single Family,-72.54714,41.87089,6.1,0.0
2019-04-15,2018,Glastonbury,216 LAKEWOOD RD,121600.0,175000.0,0.694857143,,,-72.594476,41.673762,18.1,22.4
2019-04-01,2018,West Hartford,15 PEASLEE HILL,353780.0,460000.0,0.769,Single Family,Single Family,-72.780005,41.7733976,5.6,0.0
2019-04-15,2018,New Haven,154 FILLMORE ST,76020.0,103000.0,0.738,Two Family,Two Family,-72.89915,41.31304,17.6,23.9
2019-04-29,2018,Stamford,115 WATERBURY AVENUE,440040.0,655000.0,0.6718,Two Family,Two Family,-73.5067575,41.0565631,14.1,0.0
2019-04-01,2018,Glastonbury,33 DELMAR RD,212800.0,245000.0,0.8685,Single Family,Single Family,-72.5340346,41.6991127,6.3,0.0
2019-04-15,2018,Cromwell,4 ELM ROAD,139370.0,161000.0,0.865652174,Single Family,Single Family,-72.6542263,41.5986402,17.8,27.5
2019-04-15,2018,Torrington,177 STARKS HILL RD,261460.0,375000.0,0.6972,Single Family,Single Family,-73.0899551,41.8658464,18.0,22.3
2019-04-29,2018,Montville,74 FORSYTH RD,177590.0,200000.0,0.8879,Single Family,Single Family,-72.204086,41.4760444,13.8,0.0
2019-04-22,2018,Hartford,15 MOUNTFORD ST,58660.0,256000.0,0.229140625,Three Family,Three Family,-72.6839927,41.7420464,17.3,20.4
2019-04-08,2018,West Hartford,32 WALKER LANE,245070.0,315000.0,0.778,Single Family,Single Family,-72.6920943,41.8333338,10.8,9.8
2019-04-01,2018,Woodstock,966 RT 171,150000.0,260000.0,0.5769,Single Family,Single Family,-71.9599024,41.9383574,5.2,0.0
2019-04-15,2018,Cromwell,5 DAIRY LANE,321510.0,428800.0,0.7497,Single Family,Single Family,-72.66509,41.61845,18.7,19.3
2019-04-01,2018,Clinton,28 CEDAR ISLAND AVE,159200.0,255000.0,0.6243,Single Family,Single Family,-72.5305741,41.2723602,7.7,0.0
2019-04-08,2018,Burlington,232 MONCE RD - UNIT 1,75880.0,118000.0,0.643,Condo,Condo,-72.90779,41.73011,12.2,10.1
2019-04-15,2018,West Haven,25 DANIEL RD,123270.0,180000.0,0.6848,Single Family,Single Family,-72.9884375,41.2439332,17.2,21.5
2019-04-29,2018,Hartford,10 WESTLAND ST,46340.0,130000.0,0.3564,Three Family,Three Family,-72.6727239,41.7894607,16.0,0.0
2019-04-15,2018,Shelton,194 KYLES WAY,298690.0,362500.0,0.8239,Condo,Condo,-73.0929508,41.2695831,17.0,22.4
2019-04-01,2018,Groton,214 MIRRA DR,154910.0,160500.0,0.9651,Single Family,Single Family,-72.0684845,41.3494087,6.9,0.0
2019-04-01,2018,New Britain,70 PENDLETON RD,99820.0,164000.0,0.6086,Single Family,Single Family,-72.77091,41.69541,6.5,0.0
2019-04-01,2018,East Haddam,115 NEWBERRY RD,148090.0,235000.0,0.6301,Single Family,Single Family,-72.3825652,41.4884263,6.2,0.0
2019-04-01,2018,Somers,68 MAPLE RIDGE DR,117100.0,169900.0,0.6892,Single Family,Single Family,-72.4502597,41.9897072,5.7,0.0
2019-04-08,2018,Thompson,0 NORMAN HILL RD,2500.0,3500.0,0.7142,,,-71.9477268,41.9874895,8.8,10.5
2019-04-01,2018,Haddam,31 LT SHUBAEL RD,356650.0,550000.0,0.6484,Single Family,Single Family,-72.55684,41.50647,7.1,0.0
2019-04-01,2018,Griswold,47 RICHARDSON HILL RD,108220.0,145000.0,0.7463,Single Family,Single Family,-71.9055036,41.5407135,6.3,0.0
2019-04-22,2018,Monroe,30 BLOCK FARM RD,440300.0,625108.0,0.7043,Single Family,Single Family,-73.1737698,41.3562022,16.4,13.7
2019-04-01,2018,Stamford,162 SYLVAN KNOLL ROAD,3355650.0,205000.0,16.369,,,-73.5107844,41.0513563,6.9,0.0
2019-04-01,2018,Clinton,73 OLD POST RD,156200.0,240000.0,0.6508,Single Family,Single Family,-72.49949,41.28039,7.8,0.0
2019-04-08,2018,Simsbury,6 LATIMER LANE,229230.0,325000.0,0.7053,Single Family,Single Family,-72.8365082,41.8452598,10.7,10.5
2019-04-01,2018,Manchester,52 SALEM ROAD,102500.0,149900.0,0.6837,Single Family,Single Family,-72.5539933,41.7788964,6.6,0.0
2019-04-01,2018,Wallingford,40 THIRD ST,148200.0,75000.0,1.976,Two Family,Two Family,-72.9308537,41.2876722,8.2,0.0
2019-04-01,2018,Deep River,21 DOANE RD,564270.0,430000.0,1.3122,Single Family,Single Family,-72.4025374,41.3848006,7.7,0.0
2019-04-08,2018,Meriden,48 GRAVELINE AVE,98210.0,173800.0,0.565074799,Single Family,Single Family,-72.8260253,41.5430716,15.5,11.4
2019-04-29,2018,Danbury,45 STEVENS ST,162300.0,315000.0,0.515238095,Two Family,Two Family,-72.868036,41.2490513,10.5,0.5
2019-04-15,2018,Waterford,30 ROSELEAH DR,181430.0,270000.0,0.6719,Single Family,Single Family,-72.1310606,41.3739054,16.9,20.3
2019-04-08,2018,Danbury,27 PUTNAM LANE,18200.0,435305.0,0.0418,Condo,Condo,-72.8836569,41.7685641,11.3,10.1
2019-04-15,2018,Fairfield,205 STERLING ROAD,211820.0,375000.0,0.5648,Single Family,Single Family,-71.841446,41.7064003,19.1,37.1
2019-04-22,2018,Coventry,BABCOCK HILL RD,5100.0,2000.0,2.55,,,-72.1743934,41.6563965,17.1,20.2
2019-04-22,2018,Middletown,20 SOUTH MAIN ST,102400.0,184900.0,0.5538,Single Family,Single Family,-72.7412293,41.7606402,17.0,14.9
2019-04-01,2018,Danbury,33 HILLANDALE RD,187000.0,328000.0,0.5701,Single Family,Single Family,-73.3358961,41.1365754,7.3,0.0
2019-04-29,2018,Burlington,49 CEDAR SPRING ROAD,341460.0,497000.0,0.687,Single Family,Single Family,-73.0017732,41.2372589,12.7,0.0
2019-04-08,2018,Danbury,10 SOUTH ST #84,134900.0,222000.0,0.6076,Condo,Condo,-73.42506,41.38314,21.4,9.0
2019-04-08,2018,Glastonbury,21 TALL TIMBERS DR,228700.0,350000.0,0.6534,Condo,Condo,-72.5808811,41.6890103,12.9,8.9
2019-04-15,2018,Danbury,12 BOULEVARD DR #183,158600.0,257500.0,0.6159,Condo,Condo,-73.4991317,41.3804904,17.3,19.1
2019-04-22,2018,Ledyard,10 WOODLAND LN,201530.0,238000.0,0.8467,Single Family,Single Family,-72.0853284,41.4193468,17.0,13.9
2019-04-08,2018,New Haven,881 WHALLEY AV,432460.0,343688.0,1.2582,,,-72.9595541,41.3268189,16.9,11.5
2019-04-08,2018,Meriden,66 BROAD ST,117250.0,250000.0,0.469,Two Family,Two Family,-72.5363752,41.7878943,12.4,9.1
2019-04-15,2018,Groton,419 NEW LONDON RD,155540.0,252000.0,0.617222222,Single Family,Single Family,-72.0027006,41.3512862,15.7,24.1
2019-04-29,2018,Simsbury,30 OLD MEADOW PLAIN,165860.0,187000.0,0.8869,Single Family,Single Family,-72.84815,41.83446,14.8,0.0
2019-04-15,2018,East Hartford,151 LARRABEE ST,98900.0,143000.0,0.6916,Single Family,Single Family,-72.60088,41.78317,18.2,18.7
2019-04-01,2018,Westbrook,25 PRIVATE RD,570060.0,145000.0,3.9314,Single Family,Single Family,-72.482765,41.2711422,7.9,0.0
2019-04-15,2018,North Branford,105 FEATHER LANE,351600.0,475000.0,0.7402,Single Family,Single Family,-72.7459508,41.3592766,17.9,31.4
2019-04-01,2018,Fairfield,38 CAMPFIELD DRIVE,158270.0,207000.0,0.7645,Single Family,Single Family,-73.2373475,41.1849939,7.0,0.0
2019-04-01,2018,Thomaston,8 ADA DRIVE,184800.0,272000.0,0.6794,Single Family,Single Family,-73.08436,41.69039,4.8,0.0
2019-04-01,2018,Monroe,75 TRAILSIDE DR,85000.0,145000.0,0.5862,,,-73.1879062,41.368217,6.1,0.0
2019-04-29,2018,East Hartford,261-263 GOODWIN ST,125990.0,144300.0,0.873111573,Two Family,Two Family,-72.61821,41.79056,16.0,0.0
2019-04-08,2018,Brookfield,127 STONY HILL RD,303830.0,450000.0,0.6751,Single Family,Single Family,-73.4571383,41.2753272,21.7,7.5
2019-04-01,2018,Farmington,9 WINTHROP DR,140140.0,385000.0,0.364,Single Family,Single Family,-72.2227802,41.4116541,7.0,0.0
2019-04-15,2018,Canterbury,234 BUTTS BRIDGE RD,87100.0,140000.0,0.6221,Single Family,Single Family,-71.9565909,41.6408561,19.2,31.4
2019-04-01,2018,Enfield,39 NORTH ST,149690.0,219900.0,0.6807,Single Family,Single Family,-72.8580863,41.3278956,7.6,0.0
2019-04-29,2018,Ridgefield,500 MAIN ST UNIT 13,845190.0,1350000.0,0.626,Condo,Condo,-72.6759653,41.7696747,16.0,0.0
2019-04-29,2018,West Haven,110 PARK TERR AVE,107870.0,187000.0,0.5768,Single Family,Single Family,-72.9540549,41.2629038,12.6,0.0
2019-04-29,2018,Stamford,94 MULBERRY STREET,315200.0,541500.0,0.582,Single Family,Single Family,-73.5238931,41.0956466,13.9,0.0
2019-04-01,2018,Hamden,142 CENTERBROOK RD,2951550.0,78000.0,37.8403,,,-72.9079276,41.3790418,7.8,0.0
2019-04-29,2018,Manchester,94 HENRY STREET,130800.0,199000.0,0.6572,Single Family,Single Family,-72.8695604,41.2507499,10.4,0.5
2019-04-08,2018,East Hartford,26 KENYON PL,95450.0,162400.0,0.5877,Single Family,Single Family,-72.6287931,41.7745011,11.8,10.0
2019-04-08,2018,Granby,6 RICKWOOD LN,270920.0,375000.0,0.7224,Single Family,Single Family,-72.8000231,41.9774482,10.0,11.6
2019-04-01,2018,New Milford,392 LITCHFIELD RD,228200.0,80000.0,2.8525,Single Family,Single Family,-73.0946212,41.7662589,4.6,0.0
2019-04-08,2018,Hartford,366 SIGOURNEY ST,29225.0,115000.0,0.2541,Three Family,Three Family,-72.6907967,41.7778617,11.7,10.0
2019-04-29,2018,East Lyme,354 BOSTON POST RD,207970.0,345000.0,0.6028,Single Family,Single Family,-72.2406726,41.3602689,13.5,0.0
2019-04-22,2018,Vernon,25 KNOLLWOOD DR,148270.0,228000.0,0.6503,Single Family,Single Family,-72.9811475,41.4615939,15.7,13.6
2019-04-01,2018,Fairfield,251 JOAN DRIVE,386820.0,700000.0,0.5526,Single Family,Single Family,-73.2714594,41.1942942,7.0,0.0
2019-04-29,2018,East Hampton,4 NAVAJO,114380.0,179900.0,0.6357,Single Family,Single Family,-72.48979,41.60098,14.3,0.0
2019-04-29,2018,Colchester,20 DORSET RD,109300.0,168800.0,0.6475,Single Family,Single Family,-72.31734,41.56583,14.4,0.0
2019-04-22,2018,Fairfield,31 WOODLAND ROAD,220640.0,106000.0,2.0815,Single Family,Single Family,-72.6337922,41.6594635,17.5,21.1
2019-04-29,2018,South Windsor,1306 SUMMER HILL DR,101100.0,205126.0,0.4928,Condo,Condo,-72.5477361,41.8342198,15.3,0.0
2019-04-29,2018,Milford,26 LIBERTY ST,183730.0,283000.0,0.6492,Single Family,Single Family,-72.868183,41.2847634,12.3,0.0
2019-04-01,2018,Groton,99 JUPITER POINT RD,358120.0,450000.0,0.7958,Single Family,Single Family,-72.0566403,41.3211773,6.5,0.0
2019-04-15,2018,Vernon,25 LINDEN PL,90290.0,59500.0,1.5174,Two Family,Two Family,-72.4532004,41.8635347,18.3,18.9
2019-04-01,2018,Torrington,94 MCGUINNESS ST,59000.0,62000.0,0.9516,Single Family,Single Family,-73.1296318,41.8147608,5.1,0.0
2019-04-29,2018,Hartland,61-63 WALNUT HILL RD,283470.0,400000.0,0.7086,Single Family,Single Family,-73.0238927,41.3024979,13.3,0.0
